#    L    TT             EE             BB             TE             PP             TP             EP          
   763    0.23408E+04    0.24642E+02    0.00000E+00   -0.13613E+03    0.10569E-07    0.12111E-04   -0.88035E-06
   764    0.23489E+04    0.24351E+02    0.00000E+00   -0.13558E+03    0.10548E-07    0.12108E-04   -0.87193E-06
   765    0.23568E+04    0.24059E+02    0.00000E+00   -0.13499E+03    0.10527E-07    0.12104E-04   -0.86344E-06
   766    0.23648E+04    0.23768E+02    0.00000E+00   -0.13436E+03    0.10506E-07    0.12100E-04   -0.85490E-06
   767    0.23725E+04    0.23479E+02    0.00000E+00   -0.13370E+03    0.10486E-07    0.12095E-04   -0.84628E-06
   768    0.23803E+04    0.23189E+02    0.00000E+00   -0.13299E+03    0.10465E-07    0.12089E-04   -0.83761E-06
   769    0.23879E+04    0.22900E+02    0.00000E+00   -0.13225E+03    0.10444E-07    0.12083E-04   -0.82888E-06
   770    0.23954E+04    0.22612E+02    0.00000E+00   -0.13148E+03    0.10424E-07    0.12076E-04   -0.82009E-06
   771    0.24028E+04    0.22325E+02    0.00000E+00   -0.13067E+03    0.10403E-07    0.12068E-04   -0.81124E-06
   772    0.24100E+04    0.22040E+02    0.00000E+00   -0.12982E+03    0.10383E-07    0.12060E-04   -0.80234E-06
   773    0.24172E+04    0.21756E+02    0.00000E+00   -0.12894E+03    0.10363E-07    0.12051E-04   -0.79338E-06
   774    0.24243E+04    0.21474E+02    0.00000E+00   -0.12804E+03    0.10342E-07    0.12041E-04   -0.78437E-06
   775    0.24313E+04    0.21193E+02    0.00000E+00   -0.12709E+03    0.10322E-07    0.12031E-04   -0.77530E-06
   776    0.24380E+04    0.20915E+02    0.00000E+00   -0.12611E+03    0.10302E-07    0.12021E-04   -0.76618E-06
   777    0.24447E+04    0.20638E+02    0.00000E+00   -0.12510E+03    0.10282E-07    0.12009E-04   -0.75702E-06
   778    0.24514E+04    0.20363E+02    0.00000E+00   -0.12405E+03    0.10262E-07    0.11997E-04   -0.74780E-06
   779    0.24578E+04    0.20090E+02    0.00000E+00   -0.12298E+03    0.10242E-07    0.11985E-04   -0.73854E-06
   780    0.24641E+04    0.19818E+02    0.00000E+00   -0.12186E+03    0.10222E-07    0.11971E-04   -0.72923E-06
   781    0.24703E+04    0.19551E+02    0.00000E+00   -0.12073E+03    0.10202E-07    0.11958E-04   -0.71987E-06
   782    0.24762E+04    0.19285E+02    0.00000E+00   -0.11957E+03    0.10183E-07    0.11943E-04   -0.71047E-06
   783    0.24821E+04    0.19022E+02    0.00000E+00   -0.11837E+03    0.10163E-07    0.11928E-04   -0.70103E-06
   784    0.24879E+04    0.18762E+02    0.00000E+00   -0.11713E+03    0.10143E-07    0.11913E-04   -0.69155E-06
   785    0.24934E+04    0.18504E+02    0.00000E+00   -0.11588E+03    0.10124E-07    0.11897E-04   -0.68203E-06
   786    0.24989E+04    0.18250E+02    0.00000E+00   -0.11457E+03    0.10104E-07    0.11880E-04   -0.67247E-06
   787    0.25041E+04    0.17999E+02    0.00000E+00   -0.11324E+03    0.10085E-07    0.11863E-04   -0.66287E-06
   788    0.25092E+04    0.17750E+02    0.00000E+00   -0.11189E+03    0.10065E-07    0.11845E-04   -0.65323E-06
   789    0.25141E+04    0.17504E+02    0.00000E+00   -0.11052E+03    0.10046E-07    0.11826E-04   -0.64356E-06
   790    0.25190E+04    0.17263E+02    0.00000E+00   -0.10911E+03    0.10027E-07    0.11808E-04   -0.63386E-06
   791    0.25236E+04    0.17025E+02    0.00000E+00   -0.10767E+03    0.10007E-07    0.11788E-04   -0.62412E-06
   792    0.25281E+04    0.16791E+02    0.00000E+00   -0.10622E+03    0.99883E-08    0.11768E-04   -0.61435E-06
   793    0.25323E+04    0.16562E+02    0.00000E+00   -0.10473E+03    0.99692E-08    0.11747E-04   -0.60455E-06
   794    0.25363E+04    0.16337E+02    0.00000E+00   -0.10322E+03    0.99501E-08    0.11726E-04   -0.59472E-06
   795    0.25402E+04    0.16114E+02    0.00000E+00   -0.10168E+03    0.99311E-08    0.11705E-04   -0.58487E-06
   796    0.25440E+04    0.15897E+02    0.00000E+00   -0.10013E+03    0.99122E-08    0.11683E-04   -0.57499E-06
   797    0.25475E+04    0.15683E+02    0.00000E+00   -0.98541E+02    0.98933E-08    0.11660E-04   -0.56508E-06
   798    0.25509E+04    0.15474E+02    0.00000E+00   -0.96941E+02    0.98744E-08    0.11637E-04   -0.55515E-06
   799    0.25541E+04    0.15270E+02    0.00000E+00   -0.95318E+02    0.98557E-08    0.11613E-04   -0.54519E-06
   800    0.25571E+04    0.15069E+02    0.00000E+00   -0.93672E+02    0.98369E-08    0.11589E-04   -0.53522E-06
   801    0.25599E+04    0.14874E+02    0.00000E+00   -0.92010E+02    0.98183E-08    0.11564E-04   -0.52522E-06
   802    0.25624E+04    0.14683E+02    0.00000E+00   -0.90311E+02    0.97997E-08    0.11539E-04   -0.51521E-06
   803    0.25649E+04    0.14496E+02    0.00000E+00   -0.88611E+02    0.97811E-08    0.11513E-04   -0.50517E-06
   804    0.25671E+04    0.14315E+02    0.00000E+00   -0.86881E+02    0.97626E-08    0.11487E-04   -0.49512E-06
   805    0.25692E+04    0.14138E+02    0.00000E+00   -0.85135E+02    0.97442E-08    0.11460E-04   -0.48506E-06
   806    0.25711E+04    0.13966E+02    0.00000E+00   -0.83374E+02    0.97258E-08    0.11433E-04   -0.47498E-06
   807    0.25727E+04    0.13800E+02    0.00000E+00   -0.81597E+02    0.97074E-08    0.11405E-04   -0.46488E-06
   808    0.25740E+04    0.13640E+02    0.00000E+00   -0.79798E+02    0.96891E-08    0.11377E-04   -0.45477E-06
   809    0.25753E+04    0.13484E+02    0.00000E+00   -0.77991E+02    0.96709E-08    0.11348E-04   -0.44465E-06
   810    0.25763E+04    0.13334E+02    0.00000E+00   -0.76160E+02    0.96527E-08    0.11319E-04   -0.43452E-06
   811    0.25771E+04    0.13189E+02    0.00000E+00   -0.74316E+02    0.96346E-08    0.11290E-04   -0.42438E-06
   812    0.25777E+04    0.13051E+02    0.00000E+00   -0.72461E+02    0.96165E-08    0.11260E-04   -0.41423E-06
   813    0.25781E+04    0.12917E+02    0.00000E+00   -0.70595E+02    0.95985E-08    0.11229E-04   -0.40407E-06
   814    0.25784E+04    0.12789E+02    0.00000E+00   -0.68716E+02    0.95805E-08    0.11198E-04   -0.39391E-06
   815    0.25784E+04    0.12667E+02    0.00000E+00   -0.66826E+02    0.95626E-08    0.11167E-04   -0.38374E-06
   816    0.25781E+04    0.12551E+02    0.00000E+00   -0.64925E+02    0.95448E-08    0.11135E-04   -0.37357E-06
   817    0.25776E+04    0.12440E+02    0.00000E+00   -0.63014E+02    0.95269E-08    0.11103E-04   -0.36339E-06
   818    0.25771E+04    0.12336E+02    0.00000E+00   -0.61094E+02    0.95092E-08    0.11070E-04   -0.35321E-06
   819    0.25763E+04    0.12237E+02    0.00000E+00   -0.59166E+02    0.94915E-08    0.11037E-04   -0.34303E-06
   820    0.25753E+04    0.12144E+02    0.00000E+00   -0.57228E+02    0.94738E-08    0.11004E-04   -0.33285E-06
   821    0.25740E+04    0.12057E+02    0.00000E+00   -0.55286E+02    0.94562E-08    0.10970E-04   -0.32267E-06
   822    0.25726E+04    0.11977E+02    0.00000E+00   -0.53336E+02    0.94386E-08    0.10935E-04   -0.31249E-06
   823    0.25709E+04    0.11902E+02    0.00000E+00   -0.51380E+02    0.94211E-08    0.10901E-04   -0.30231E-06
   824    0.25690E+04    0.11834E+02    0.00000E+00   -0.49418E+02    0.94037E-08    0.10865E-04   -0.29214E-06
   825    0.25669E+04    0.11771E+02    0.00000E+00   -0.47453E+02    0.93863E-08    0.10830E-04   -0.28198E-06
   826    0.25646E+04    0.11716E+02    0.00000E+00   -0.45484E+02    0.93689E-08    0.10794E-04   -0.27181E-06
   827    0.25620E+04    0.11666E+02    0.00000E+00   -0.43514E+02    0.93516E-08    0.10757E-04   -0.26166E-06
   828    0.25594E+04    0.11623E+02    0.00000E+00   -0.41540E+02    0.93344E-08    0.10721E-04   -0.25151E-06
   829    0.25564E+04    0.11587E+02    0.00000E+00   -0.39566E+02    0.93172E-08    0.10683E-04   -0.24138E-06
   830    0.25533E+04    0.11557E+02    0.00000E+00   -0.37593E+02    0.93000E-08    0.10646E-04   -0.23125E-06
   831    0.25500E+04    0.11533E+02    0.00000E+00   -0.35620E+02    0.92829E-08    0.10608E-04   -0.22114E-06
   832    0.25464E+04    0.11514E+02    0.00000E+00   -0.33648E+02    0.92658E-08    0.10570E-04   -0.21103E-06
   833    0.25427E+04    0.11503E+02    0.00000E+00   -0.31679E+02    0.92488E-08    0.10531E-04   -0.20094E-06
   834    0.25387E+04    0.11498E+02    0.00000E+00   -0.29711E+02    0.92318E-08    0.10492E-04   -0.19087E-06
   835    0.25346E+04    0.11500E+02    0.00000E+00   -0.27747E+02    0.92149E-08    0.10452E-04   -0.18081E-06
   836    0.25301E+04    0.11508E+02    0.00000E+00   -0.25786E+02    0.91981E-08    0.10413E-04   -0.17076E-06
   837    0.25256E+04    0.11522E+02    0.00000E+00   -0.23831E+02    0.91812E-08    0.10373E-04   -0.16074E-06
   838    0.25208E+04    0.11543E+02    0.00000E+00   -0.21880E+02    0.91645E-08    0.10332E-04   -0.15073E-06
   839    0.25157E+04    0.11570E+02    0.00000E+00   -0.19935E+02    0.91477E-08    0.10291E-04   -0.14074E-06
   840    0.25106E+04    0.11605E+02    0.00000E+00   -0.17997E+02    0.91310E-08    0.10250E-04   -0.13078E-06
   841    0.25052E+04    0.11645E+02    0.00000E+00   -0.16068E+02    0.91144E-08    0.10209E-04   -0.12083E-06
   842    0.24996E+04    0.11692E+02    0.00000E+00   -0.14145E+02    0.90978E-08    0.10167E-04   -0.11091E-06
   843    0.24938E+04    0.11744E+02    0.00000E+00   -0.12233E+02    0.90813E-08    0.10125E-04   -0.10101E-06
   844    0.24878E+04    0.11804E+02    0.00000E+00   -0.10330E+02    0.90648E-08    0.10082E-04   -0.91137E-07
   845    0.24816E+04    0.11869E+02    0.00000E+00   -0.84378E+01    0.90483E-08    0.10039E-04   -0.81289E-07
   846    0.24753E+04    0.11943E+02    0.00000E+00   -0.65573E+01    0.90319E-08    0.99964E-05   -0.71468E-07
   847    0.24689E+04    0.12021E+02    0.00000E+00   -0.46883E+01    0.90156E-08    0.99530E-05   -0.61675E-07
   848    0.24622E+04    0.12106E+02    0.00000E+00   -0.28326E+01    0.89993E-08    0.99092E-05   -0.51912E-07
   849    0.24552E+04    0.12196E+02    0.00000E+00   -0.98959E+00    0.89830E-08    0.98652E-05   -0.42178E-07
   850    0.24482E+04    0.12294E+02    0.00000E+00    0.83953E+00    0.89668E-08    0.98209E-05   -0.32476E-07
   851    0.24409E+04    0.12398E+02    0.00000E+00    0.26542E+01    0.89506E-08    0.97763E-05   -0.22806E-07
   852    0.24335E+04    0.12508E+02    0.00000E+00    0.44539E+01    0.89345E-08    0.97314E-05   -0.13169E-07
   853    0.24259E+04    0.12624E+02    0.00000E+00    0.62381E+01    0.89184E-08    0.96862E-05   -0.35654E-08
   854    0.24181E+04    0.12747E+02    0.00000E+00    0.80052E+01    0.89023E-08    0.96407E-05    0.60030E-08
   855    0.24100E+04    0.12876E+02    0.00000E+00    0.97561E+01    0.88863E-08    0.95950E-05    0.15536E-07
   856    0.24020E+04    0.13009E+02    0.00000E+00    0.11489E+02    0.88703E-08    0.95490E-05    0.25032E-07
   857    0.23936E+04    0.13149E+02    0.00000E+00    0.13203E+02    0.88544E-08    0.95027E-05    0.34491E-07
   858    0.23851E+04    0.13297E+02    0.00000E+00    0.14899E+02    0.88386E-08    0.94562E-05    0.43911E-07
   859    0.23764E+04    0.13448E+02    0.00000E+00    0.16576E+02    0.88227E-08    0.94094E-05    0.53293E-07
   860    0.23677E+04    0.13606E+02    0.00000E+00    0.18233E+02    0.88069E-08    0.93623E-05    0.62634E-07
   861    0.23587E+04    0.13769E+02    0.00000E+00    0.19868E+02    0.87912E-08    0.93151E-05    0.71935E-07
   862    0.23496E+04    0.13938E+02    0.00000E+00    0.21484E+02    0.87755E-08    0.92676E-05    0.81194E-07
   863    0.23403E+04    0.14113E+02    0.00000E+00    0.23076E+02    0.87598E-08    0.92198E-05    0.90411E-07
   864    0.23309E+04    0.14293E+02    0.00000E+00    0.24647E+02    0.87442E-08    0.91718E-05    0.99584E-07
   865    0.23211E+04    0.14479E+02    0.00000E+00    0.26194E+02    0.87286E-08    0.91236E-05    0.10871E-06
   866    0.23116E+04    0.14670E+02    0.00000E+00    0.27718E+02    0.87131E-08    0.90752E-05    0.11780E-06
   867    0.23017E+04    0.14867E+02    0.00000E+00    0.29217E+02    0.86976E-08    0.90266E-05    0.12684E-06
   868    0.22918E+04    0.15069E+02    0.00000E+00    0.30693E+02    0.86822E-08    0.89778E-05    0.13583E-06
   869    0.22817E+04    0.15276E+02    0.00000E+00    0.32143E+02    0.86668E-08    0.89288E-05    0.14477E-06
   870    0.22714E+04    0.15487E+02    0.00000E+00    0.33568E+02    0.86514E-08    0.88795E-05    0.15367E-06
   871    0.22610E+04    0.15704E+02    0.00000E+00    0.34967E+02    0.86361E-08    0.88301E-05    0.16251E-06
   872    0.22505E+04    0.15926E+02    0.00000E+00    0.36340E+02    0.86208E-08    0.87805E-05    0.17131E-06
   873    0.22399E+04    0.16153E+02    0.00000E+00    0.37686E+02    0.86056E-08    0.87307E-05    0.18005E-06
   874    0.22291E+04    0.16385E+02    0.00000E+00    0.39004E+02    0.85904E-08    0.86808E-05    0.18874E-06
   875    0.22183E+04    0.16620E+02    0.00000E+00    0.40296E+02    0.85752E-08    0.86307E-05    0.19738E-06
   876    0.22072E+04    0.16861E+02    0.00000E+00    0.41560E+02    0.85601E-08    0.85804E-05    0.20597E-06
   877    0.21963E+04    0.17106E+02    0.00000E+00    0.42794E+02    0.85450E-08    0.85299E-05    0.21450E-06
   878    0.21850E+04    0.17355E+02    0.00000E+00    0.44000E+02    0.85300E-08    0.84793E-05    0.22298E-06
   879    0.21737E+04    0.17609E+02    0.00000E+00    0.45177E+02    0.85150E-08    0.84286E-05    0.23140E-06
   880    0.21624E+04    0.17867E+02    0.00000E+00    0.46325E+02    0.85000E-08    0.83777E-05    0.23976E-06
   881    0.21509E+04    0.18128E+02    0.00000E+00    0.47441E+02    0.84851E-08    0.83266E-05    0.24807E-06
   882    0.21393E+04    0.18393E+02    0.00000E+00    0.48528E+02    0.84702E-08    0.82755E-05    0.25631E-06
   883    0.21277E+04    0.18664E+02    0.00000E+00    0.49583E+02    0.84554E-08    0.82242E-05    0.26450E-06
   884    0.21159E+04    0.18936E+02    0.00000E+00    0.50608E+02    0.84406E-08    0.81727E-05    0.27262E-06
   885    0.21040E+04    0.19213E+02    0.00000E+00    0.51601E+02    0.84258E-08    0.81212E-05    0.28069E-06
   886    0.20921E+04    0.19494E+02    0.00000E+00    0.52562E+02    0.84111E-08    0.80695E-05    0.28869E-06
   887    0.20801E+04    0.19777E+02    0.00000E+00    0.53492E+02    0.83964E-08    0.80178E-05    0.29663E-06
   888    0.20681E+04    0.20064E+02    0.00000E+00    0.54389E+02    0.83818E-08    0.79659E-05    0.30451E-06
   889    0.20559E+04    0.20354E+02    0.00000E+00    0.55253E+02    0.83672E-08    0.79140E-05    0.31232E-06
   890    0.20437E+04    0.20647E+02    0.00000E+00    0.56084E+02    0.83526E-08    0.78619E-05    0.32006E-06
   891    0.20315E+04    0.20943E+02    0.00000E+00    0.56882E+02    0.83381E-08    0.78098E-05    0.32774E-06
   892    0.20192E+04    0.21242E+02    0.00000E+00    0.57648E+02    0.83236E-08    0.77575E-05    0.33535E-06
   893    0.20068E+04    0.21544E+02    0.00000E+00    0.58380E+02    0.83091E-08    0.77052E-05    0.34290E-06
   894    0.19944E+04    0.21848E+02    0.00000E+00    0.59078E+02    0.82947E-08    0.76529E-05    0.35037E-06
   895    0.19819E+04    0.22154E+02    0.00000E+00    0.59745E+02    0.82803E-08    0.76004E-05    0.35777E-06
   896    0.19694E+04    0.22463E+02    0.00000E+00    0.60376E+02    0.82660E-08    0.75479E-05    0.36511E-06
   897    0.19568E+04    0.22774E+02    0.00000E+00    0.60974E+02    0.82517E-08    0.74954E-05    0.37237E-06
   898    0.19443E+04    0.23087E+02    0.00000E+00    0.61538E+02    0.82374E-08    0.74428E-05    0.37956E-06
   899    0.19317E+04    0.23403E+02    0.00000E+00    0.62067E+02    0.82232E-08    0.73901E-05    0.38668E-06
   900    0.19190E+04    0.23720E+02    0.00000E+00    0.62562E+02    0.82090E-08    0.73374E-05    0.39372E-06
   901    0.19064E+04    0.24038E+02    0.00000E+00    0.63023E+02    0.81949E-08    0.72847E-05    0.40068E-06
   902    0.18938E+04    0.24358E+02    0.00000E+00    0.63450E+02    0.81807E-08    0.72320E-05    0.40758E-06
   903    0.18809E+04    0.24680E+02    0.00000E+00    0.63841E+02    0.81667E-08    0.71792E-05    0.41439E-06
   904    0.18683E+04    0.25002E+02    0.00000E+00    0.64198E+02    0.81526E-08    0.71264E-05    0.42113E-06
   905    0.18556E+04    0.25327E+02    0.00000E+00    0.64520E+02    0.81386E-08    0.70735E-05    0.42780E-06
   906    0.18428E+04    0.25651E+02    0.00000E+00    0.64807E+02    0.81246E-08    0.70207E-05    0.43439E-06
   907    0.18302E+04    0.25977E+02    0.00000E+00    0.65059E+02    0.81107E-08    0.69678E-05    0.44090E-06
   908    0.18176E+04    0.26303E+02    0.00000E+00    0.65277E+02    0.80968E-08    0.69150E-05    0.44734E-06
   909    0.18049E+04    0.26630E+02    0.00000E+00    0.65459E+02    0.80829E-08    0.68621E-05    0.45370E-06
   910    0.17921E+04    0.26959E+02    0.00000E+00    0.65608E+02    0.80691E-08    0.68092E-05    0.45998E-06
   911    0.17794E+04    0.27286E+02    0.00000E+00    0.65722E+02    0.80553E-08    0.67564E-05    0.46619E-06
   912    0.17667E+04    0.27615E+02    0.00000E+00    0.65801E+02    0.80415E-08    0.67035E-05    0.47232E-06
   913    0.17538E+04    0.27943E+02    0.00000E+00    0.65845E+02    0.80278E-08    0.66507E-05    0.47837E-06
   914    0.17413E+04    0.28271E+02    0.00000E+00    0.65856E+02    0.80141E-08    0.65979E-05    0.48435E-06
   915    0.17286E+04    0.28599E+02    0.00000E+00    0.65833E+02    0.80005E-08    0.65451E-05    0.49025E-06
   916    0.17160E+04    0.28927E+02    0.00000E+00    0.65774E+02    0.79869E-08    0.64923E-05    0.49607E-06
   917    0.17034E+04    0.29255E+02    0.00000E+00    0.65684E+02    0.79733E-08    0.64396E-05    0.50182E-06
   918    0.16910E+04    0.29582E+02    0.00000E+00    0.65558E+02    0.79597E-08    0.63868E-05    0.50748E-06
   919    0.16785E+04    0.29908E+02    0.00000E+00    0.65399E+02    0.79462E-08    0.63342E-05    0.51307E-06
   920    0.16660E+04    0.30233E+02    0.00000E+00    0.65206E+02    0.79327E-08    0.62815E-05    0.51858E-06
   921    0.16537E+04    0.30557E+02    0.00000E+00    0.64979E+02    0.79193E-08    0.62289E-05    0.52401E-06
   922    0.16413E+04    0.30881E+02    0.00000E+00    0.64720E+02    0.79059E-08    0.61764E-05    0.52936E-06
   923    0.16290E+04    0.31202E+02    0.00000E+00    0.64428E+02    0.78925E-08    0.61239E-05    0.53464E-06
   924    0.16167E+04    0.31523E+02    0.00000E+00    0.64102E+02    0.78792E-08    0.60715E-05    0.53983E-06
   925    0.16046E+04    0.31842E+02    0.00000E+00    0.63744E+02    0.78659E-08    0.60191E-05    0.54495E-06
   926    0.15924E+04    0.32160E+02    0.00000E+00    0.63355E+02    0.78526E-08    0.59668E-05    0.54999E-06
   927    0.15804E+04    0.32475E+02    0.00000E+00    0.62934E+02    0.78394E-08    0.59146E-05    0.55494E-06
   928    0.15684E+04    0.32790E+02    0.00000E+00    0.62480E+02    0.78262E-08    0.58624E-05    0.55982E-06
   929    0.15565E+04    0.33102E+02    0.00000E+00    0.61996E+02    0.78130E-08    0.58103E-05    0.56462E-06
   930    0.15447E+04    0.33411E+02    0.00000E+00    0.61480E+02    0.77998E-08    0.57583E-05    0.56934E-06
   931    0.15329E+04    0.33719E+02    0.00000E+00    0.60933E+02    0.77867E-08    0.57064E-05    0.57398E-06
   932    0.15212E+04    0.34024E+02    0.00000E+00    0.60356E+02    0.77737E-08    0.56546E-05    0.57854E-06
   933    0.15097E+04    0.34326E+02    0.00000E+00    0.59750E+02    0.77606E-08    0.56028E-05    0.58301E-06
   934    0.14981E+04    0.34627E+02    0.00000E+00    0.59114E+02    0.77476E-08    0.55512E-05    0.58741E-06
   935    0.14867E+04    0.34924E+02    0.00000E+00    0.58448E+02    0.77346E-08    0.54996E-05    0.59173E-06
   936    0.14754E+04    0.35218E+02    0.00000E+00    0.57753E+02    0.77217E-08    0.54482E-05    0.59597E-06
   937    0.14642E+04    0.35510E+02    0.00000E+00    0.57029E+02    0.77088E-08    0.53969E-05    0.60012E-06
   938    0.14530E+04    0.35799E+02    0.00000E+00    0.56277E+02    0.76959E-08    0.53457E-05    0.60420E-06
   939    0.14420E+04    0.36083E+02    0.00000E+00    0.55497E+02    0.76831E-08    0.52946E-05    0.60819E-06
   940    0.14311E+04    0.36365E+02    0.00000E+00    0.54689E+02    0.76703E-08    0.52436E-05    0.61210E-06
   941    0.14202E+04    0.36644E+02    0.00000E+00    0.53854E+02    0.76575E-08    0.51927E-05    0.61593E-06
   942    0.14095E+04    0.36918E+02    0.00000E+00    0.52993E+02    0.76447E-08    0.51420E-05    0.61968E-06
   943    0.13990E+04    0.37189E+02    0.00000E+00    0.52105E+02    0.76320E-08    0.50914E-05    0.62334E-06
   944    0.13885E+04    0.37456E+02    0.00000E+00    0.51191E+02    0.76193E-08    0.50410E-05    0.62693E-06
   945    0.13781E+04    0.37719E+02    0.00000E+00    0.50251E+02    0.76067E-08    0.49907E-05    0.63043E-06
   946    0.13679E+04    0.37978E+02    0.00000E+00    0.49286E+02    0.75941E-08    0.49405E-05    0.63385E-06
   947    0.13578E+04    0.38233E+02    0.00000E+00    0.48298E+02    0.75815E-08    0.48905E-05    0.63718E-06
   948    0.13476E+04    0.38485E+02    0.00000E+00    0.47285E+02    0.75689E-08    0.48406E-05    0.64044E-06
   949    0.13378E+04    0.38731E+02    0.00000E+00    0.46249E+02    0.75564E-08    0.47909E-05    0.64361E-06
   950    0.13280E+04    0.38974E+02    0.00000E+00    0.45189E+02    0.75439E-08    0.47414E-05    0.64670E-06
   951    0.13184E+04    0.39212E+02    0.00000E+00    0.44107E+02    0.75314E-08    0.46920E-05    0.64970E-06
   952    0.13089E+04    0.39446E+02    0.00000E+00    0.43004E+02    0.75190E-08    0.46428E-05    0.65262E-06
   953    0.12995E+04    0.39674E+02    0.00000E+00    0.41878E+02    0.75066E-08    0.45937E-05    0.65546E-06
   954    0.12902E+04    0.39898E+02    0.00000E+00    0.40732E+02    0.74942E-08    0.45449E-05    0.65822E-06
   955    0.12811E+04    0.40117E+02    0.00000E+00    0.39565E+02    0.74819E-08    0.44962E-05    0.66089E-06
   956    0.12721E+04    0.40332E+02    0.00000E+00    0.38377E+02    0.74696E-08    0.44477E-05    0.66348E-06
   957    0.12633E+04    0.40540E+02    0.00000E+00    0.37171E+02    0.74573E-08    0.43993E-05    0.66599E-06
   958    0.12545E+04    0.40743E+02    0.00000E+00    0.35945E+02    0.74451E-08    0.43512E-05    0.66842E-06
   959    0.12460E+04    0.40942E+02    0.00000E+00    0.34700E+02    0.74328E-08    0.43032E-05    0.67077E-06
   960    0.12376E+04    0.41136E+02    0.00000E+00    0.33440E+02    0.74207E-08    0.42554E-05    0.67303E-06
   961    0.12292E+04    0.41324E+02    0.00000E+00    0.32161E+02    0.74085E-08    0.42078E-05    0.67522E-06
   962    0.12211E+04    0.41506E+02    0.00000E+00    0.30865E+02    0.73964E-08    0.41604E-05    0.67733E-06
   963    0.12132E+04    0.41684E+02    0.00000E+00    0.29554E+02    0.73843E-08    0.41132E-05    0.67935E-06
   964    0.12054E+04    0.41855E+02    0.00000E+00    0.28228E+02    0.73722E-08    0.40662E-05    0.68130E-06
   965    0.11976E+04    0.42021E+02    0.00000E+00    0.26886E+02    0.73602E-08    0.40194E-05    0.68317E-06
   966    0.11901E+04    0.42182E+02    0.00000E+00    0.25531E+02    0.73482E-08    0.39728E-05    0.68495E-06
   967    0.11827E+04    0.42338E+02    0.00000E+00    0.24162E+02    0.73362E-08    0.39265E-05    0.68666E-06
   968    0.11754E+04    0.42486E+02    0.00000E+00    0.22779E+02    0.73242E-08    0.38803E-05    0.68829E-06
   969    0.11684E+04    0.42629E+02    0.00000E+00    0.21386E+02    0.73123E-08    0.38343E-05    0.68984E-06
   970    0.11615E+04    0.42766E+02    0.00000E+00    0.19978E+02    0.73004E-08    0.37885E-05    0.69132E-06
   971    0.11547E+04    0.42898E+02    0.00000E+00    0.18561E+02    0.72885E-08    0.37430E-05    0.69271E-06
   972    0.11480E+04    0.43022E+02    0.00000E+00    0.17133E+02    0.72767E-08    0.36977E-05    0.69403E-06
   973    0.11415E+04    0.43141E+02    0.00000E+00    0.15694E+02    0.72649E-08    0.36526E-05    0.69527E-06
   974    0.11352E+04    0.43254E+02    0.00000E+00    0.14245E+02    0.72531E-08    0.36077E-05    0.69644E-06
   975    0.11290E+04    0.43362E+02    0.00000E+00    0.12788E+02    0.72414E-08    0.35630E-05    0.69752E-06
   976    0.11230E+04    0.43461E+02    0.00000E+00    0.11323E+02    0.72297E-08    0.35186E-05    0.69853E-06
   977    0.11172E+04    0.43556E+02    0.00000E+00    0.98506E+01    0.72180E-08    0.34744E-05    0.69947E-06
   978    0.11114E+04    0.43644E+02    0.00000E+00    0.83710E+01    0.72063E-08    0.34304E-05    0.70033E-06
   979    0.11060E+04    0.43727E+02    0.00000E+00    0.68856E+01    0.71947E-08    0.33867E-05    0.70111E-06
   980    0.11006E+04    0.43802E+02    0.00000E+00    0.53942E+01    0.71831E-08    0.33432E-05    0.70182E-06
   981    0.10954E+04    0.43870E+02    0.00000E+00    0.38976E+01    0.71715E-08    0.33000E-05    0.70245E-06
   982    0.10903E+04    0.43934E+02    0.00000E+00    0.23968E+01    0.71600E-08    0.32570E-05    0.70301E-06
   983    0.10854E+04    0.43990E+02    0.00000E+00    0.89190E+00    0.71485E-08    0.32142E-05    0.70349E-06
   984    0.10807E+04    0.44039E+02    0.00000E+00   -0.61630E+00    0.71370E-08    0.31717E-05    0.70390E-06
   985    0.10761E+04    0.44083E+02    0.00000E+00   -0.21273E+01    0.71255E-08    0.31295E-05    0.70424E-06
   986    0.10716E+04    0.44120E+02    0.00000E+00   -0.36402E+01    0.71141E-08    0.30875E-05    0.70450E-06
   987    0.10673E+04    0.44150E+02    0.00000E+00   -0.51550E+01    0.71027E-08    0.30457E-05    0.70469E-06
   988    0.10632E+04    0.44175E+02    0.00000E+00   -0.66705E+01    0.70913E-08    0.30042E-05    0.70480E-06
   989    0.10593E+04    0.44192E+02    0.00000E+00   -0.81853E+01    0.70799E-08    0.29630E-05    0.70484E-06
   990    0.10555E+04    0.44206E+02    0.00000E+00   -0.97008E+01    0.70686E-08    0.29220E-05    0.70481E-06
   991    0.10519E+04    0.44211E+02    0.00000E+00   -0.11215E+02    0.70573E-08    0.28813E-05    0.70471E-06
   992    0.10484E+04    0.44209E+02    0.00000E+00   -0.12728E+02    0.70461E-08    0.28409E-05    0.70453E-06
   993    0.10450E+04    0.44201E+02    0.00000E+00   -0.14239E+02    0.70348E-08    0.28008E-05    0.70429E-06
   994    0.10418E+04    0.44187E+02    0.00000E+00   -0.15746E+02    0.70236E-08    0.27609E-05    0.70397E-06
   995    0.10388E+04    0.44166E+02    0.00000E+00   -0.17251E+02    0.70124E-08    0.27213E-05    0.70358E-06
